assembly_accession	organism_name	assembly_level	seq_rel_date	ftp_path
GCA_001847365.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/365/GCA_001847365.1_ASM184736v1/
GCA_001847385.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/385/GCA_001847385.1_ASM184738v1/
GCA_001847405.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/405/GCA_001847405.1_ASM184740v1/
GCA_001847415.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/415/GCA_001847415.1_ASM184741v1/
GCA_001847445.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/445/GCA_001847445.1_ASM184744v1/
GCA_001847465.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/465/GCA_001847465.1_ASM184746v1/
GCA_001847485.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/485/GCA_001847485.1_ASM184748v1/
GCA_001847495.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/495/GCA_001847495.1_ASM184749v1/
GCA_001847505.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/505/GCA_001847505.1_ASM184750v1/
GCA_001847545.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/545/GCA_001847545.1_ASM184754v1/
GCA_001847565.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/565/GCA_001847565.1_ASM184756v1/
GCA_001847585.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/585/GCA_001847585.1_ASM184758v1/
GCA_001847595.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/595/GCA_001847595.1_ASM184759v1/
GCA_001847615.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/615/GCA_001847615.1_ASM184761v1/
GCA_001847645.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/645/GCA_001847645.1_ASM184764v1/
GCA_001847665.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/665/GCA_001847665.1_ASM184766v1/
GCA_001847675.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/675/GCA_001847675.1_ASM184767v1/
GCA_001847705.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/705/GCA_001847705.1_ASM184770v1/
GCA_001847725.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/725/GCA_001847725.1_ASM184772v1/
GCA_001847745.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/745/GCA_001847745.1_ASM184774v1/
GCA_001847755.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/755/GCA_001847755.1_ASM184775v1/
GCA_001847775.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/775/GCA_001847775.1_ASM184777v1/
GCA_001847805.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/805/GCA_001847805.1_ASM184780v1/
GCA_001847815.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/815/GCA_001847815.1_ASM184781v1/
GCA_001847825.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/825/GCA_001847825.1_ASM184782v1/
GCA_001847835.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/835/GCA_001847835.1_ASM184783v1/
GCA_001847885.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/885/GCA_001847885.1_ASM184788v1/
GCA_001847905.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/905/GCA_001847905.1_ASM184790v1/
GCA_001847915.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/915/GCA_001847915.1_ASM184791v1/
GCA_001847925.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/925/GCA_001847925.1_ASM184792v1/
GCA_001847965.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/965/GCA_001847965.1_ASM184796v1/
GCA_001847985.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/985/GCA_001847985.1_ASM184798v1/
GCA_001848005.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/005/GCA_001848005.1_ASM184800v1/
GCA_001848015.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/015/GCA_001848015.1_ASM184801v1/
GCA_001848045.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/045/GCA_001848045.1_ASM184804v1/
GCA_001848065.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/065/GCA_001848065.1_ASM184806v1/
GCA_001848085.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/085/GCA_001848085.1_ASM184808v1/
GCA_001848095.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/095/GCA_001848095.1_ASM184809v1/
GCA_001848115.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/115/GCA_001848115.1_ASM184811v1/
GCA_001848145.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/145/GCA_001848145.1_ASM184814v1/
GCA_001848165.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/165/GCA_001848165.1_ASM184816v1/
GCA_001848175.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/175/GCA_001848175.1_ASM184817v1/
GCA_001848185.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/185/GCA_001848185.1_ASM184818v1/
GCA_001848215.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/215/GCA_001848215.1_ASM184821v1/
GCA_001848245.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/245/GCA_001848245.1_ASM184824v1/
GCA_001848255.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/255/GCA_001848255.1_ASM184825v1/
GCA_001848265.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/265/GCA_001848265.1_ASM184826v1/
GCA_001848285.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/285/GCA_001848285.1_ASM184828v1/
GCA_001848325.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/325/GCA_001848325.1_ASM184832v1/
GCA_001848345.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/345/GCA_001848345.1_ASM184834v1/
GCA_001848355.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/355/GCA_001848355.1_ASM184835v1/
GCA_001848365.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/365/GCA_001848365.1_ASM184836v1/
GCA_001848405.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/405/GCA_001848405.1_ASM184840v1/
GCA_001848425.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/425/GCA_001848425.1_ASM184842v1/
GCA_001848435.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/435/GCA_001848435.1_ASM184843v1/
GCA_001848445.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/445/GCA_001848445.1_ASM184844v1/
GCA_001848475.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/475/GCA_001848475.1_ASM184847v1/
GCA_001848505.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/505/GCA_001848505.1_ASM184850v1/
GCA_001848515.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/515/GCA_001848515.1_ASM184851v1/
GCA_001848545.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/545/GCA_001848545.1_ASM184854v1/
GCA_001848555.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/555/GCA_001848555.1_ASM184855v1/
GCA_001848585.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/585/GCA_001848585.1_ASM184858v1/
GCA_001848595.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/595/GCA_001848595.1_ASM184859v1/
GCA_001848625.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/625/GCA_001848625.1_ASM184862v1/
GCA_001848645.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/645/GCA_001848645.1_ASM184864v1/
GCA_001848655.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/655/GCA_001848655.1_ASM184865v1/
GCA_001848685.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/685/GCA_001848685.1_ASM184868v1/
GCA_001848695.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/695/GCA_001848695.1_ASM184869v1/
GCA_001848725.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/725/GCA_001848725.1_ASM184872v1/
GCA_001848745.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/745/GCA_001848745.1_ASM184874v1/
GCA_001848765.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/765/GCA_001848765.1_ASM184876v1/
GCA_001848785.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/785/GCA_001848785.1_ASM184878v1/
GCA_001848805.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/805/GCA_001848805.1_ASM184880v1/
GCA_001848815.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/815/GCA_001848815.1_ASM184881v1/
GCA_001848845.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/845/GCA_001848845.1_ASM184884v1/
GCA_001848855.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/855/GCA_001848855.1_ASM184885v1/
GCA_001848885.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/885/GCA_001848885.1_ASM184888v1/
GCA_001848905.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/905/GCA_001848905.1_ASM184890v1/
GCA_001848925.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/925/GCA_001848925.1_ASM184892v1/
GCA_001848935.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/935/GCA_001848935.1_ASM184893v1/
GCA_001848965.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/965/GCA_001848965.1_ASM184896v1/
GCA_001848975.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/848/975/GCA_001848975.1_ASM184897v1/
GCA_001849005.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/005/GCA_001849005.1_ASM184900v1/
GCA_001849015.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/015/GCA_001849015.1_ASM184901v1/
GCA_001849045.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/045/GCA_001849045.1_ASM184904v1/
GCA_001849055.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/055/GCA_001849055.1_ASM184905v1/
GCA_001849085.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/085/GCA_001849085.1_ASM184908v1/
GCA_001849095.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/095/GCA_001849095.1_ASM184909v1/
GCA_001849125.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/125/GCA_001849125.1_ASM184912v1/
GCA_001849145.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/145/GCA_001849145.1_ASM184914v1/
GCA_001849165.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/165/GCA_001849165.1_ASM184916v1/
GCA_001849175.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/175/GCA_001849175.1_ASM184917v1/
GCA_001849205.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/205/GCA_001849205.1_ASM184920v1/
GCA_001849215.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/215/GCA_001849215.1_ASM184921v1/
GCA_001849235.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/235/GCA_001849235.1_ASM184923v1/
GCA_001849265.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/265/GCA_001849265.1_ASM184926v1/
GCA_001849285.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/285/GCA_001849285.1_ASM184928v1/
GCA_001849295.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/295/GCA_001849295.1_ASM184929v1/
GCA_001849325.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/325/GCA_001849325.1_ASM184932v1/
GCA_001849345.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/345/GCA_001849345.1_ASM184934v1/
GCA_001849365.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/365/GCA_001849365.1_ASM184936v1/
GCA_001849385.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/385/GCA_001849385.1_ASM184938v1/
GCA_001849395.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/395/GCA_001849395.1_ASM184939v1/
GCA_001849425.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/425/GCA_001849425.1_ASM184942v1/
GCA_001849435.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/435/GCA_001849435.1_ASM184943v1/
GCA_001849465.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/465/GCA_001849465.1_ASM184946v1/
GCA_001849485.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/485/GCA_001849485.1_ASM184948v1/
GCA_001849495.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/495/GCA_001849495.1_ASM184949v1/
GCA_001849525.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/525/GCA_001849525.1_ASM184952v1/
GCA_001849535.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/535/GCA_001849535.1_ASM184953v1/
GCA_001849565.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/565/GCA_001849565.1_ASM184956v1/
GCA_001849575.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/575/GCA_001849575.1_ASM184957v1/
GCA_001849605.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/605/GCA_001849605.1_ASM184960v1/
GCA_001849615.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/615/GCA_001849615.1_ASM184961v1/
GCA_001849645.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/645/GCA_001849645.1_ASM184964v1/
GCA_001849665.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/665/GCA_001849665.1_ASM184966v1/
GCA_001849675.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/675/GCA_001849675.1_ASM184967v1/
GCA_001849705.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/705/GCA_001849705.1_ASM184970v1/
GCA_001849725.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/725/GCA_001849725.1_ASM184972v1/
GCA_001849745.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/745/GCA_001849745.1_ASM184974v1/
GCA_001849755.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/755/GCA_001849755.1_ASM184975v1/
GCA_001849785.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/785/GCA_001849785.1_ASM184978v1/
GCA_001849805.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/805/GCA_001849805.1_ASM184980v1/
GCA_001849825.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/825/GCA_001849825.1_ASM184982v1/
GCA_001849845.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/845/GCA_001849845.1_ASM184984v1/
GCA_001849865.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/865/GCA_001849865.1_ASM184986v1/
GCA_001849885.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/885/GCA_001849885.1_ASM184988v1/
GCA_001849905.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/905/GCA_001849905.1_ASM184990v1/
GCA_001849915.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/915/GCA_001849915.1_ASM184991v1/
GCA_001849935.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/935/GCA_001849935.1_ASM184993v1/
GCA_001849965.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/965/GCA_001849965.1_ASM184996v1/
GCA_001849985.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/985/GCA_001849985.1_ASM184998v1/
GCA_001849995.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/849/995/GCA_001849995.1_ASM184999v1/
GCA_001850005.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/005/GCA_001850005.1_ASM185000v1/
GCA_001850045.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/045/GCA_001850045.1_ASM185004v1/
GCA_001850055.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/055/GCA_001850055.1_ASM185005v1/
GCA_001850085.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/085/GCA_001850085.1_ASM185008v1/
GCA_001850105.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/105/GCA_001850105.1_ASM185010v1/
GCA_001850125.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/125/GCA_001850125.1_ASM185012v1/
GCA_001850135.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/135/GCA_001850135.1_ASM185013v1/
GCA_001850155.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/155/GCA_001850155.1_ASM185015v1/
GCA_001850185.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/185/GCA_001850185.1_ASM185018v1/
GCA_001850195.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/195/GCA_001850195.1_ASM185019v1/
GCA_001850225.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/225/GCA_001850225.1_ASM185022v1/
GCA_001850245.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/245/GCA_001850245.1_ASM185024v1/
GCA_001850265.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/265/GCA_001850265.1_ASM185026v1/
GCA_001850275.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/275/GCA_001850275.1_ASM185027v1/
GCA_001850285.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/285/GCA_001850285.1_ASM185028v1/
GCA_001850325.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/325/GCA_001850325.1_ASM185032v1/
GCA_001850345.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/345/GCA_001850345.1_ASM185034v1/
GCA_001850365.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/365/GCA_001850365.1_ASM185036v1/
GCA_001850375.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/850/375/GCA_001850375.1_ASM185037v1/
