accession	domain	phylum	class	order	family	genus	species
RS_GCF_001593955.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halalkalicoccaceae	Halalkalicoccus	Halalkalicoccus paucihalophilus
GB_GCA_028679405.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	JAJRBP01	JAJRBP01 sp028679405
GB_GCA_022564635.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR4	JACPJP01	JACPJP01 sp022564635
GB_GCA_003315655.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobinarius	Methanobinarius endosymbioticus
RS_GCF_019879105.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema sp019879105
GB_GCA_028702835.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	RumEn-M2	RumEn-M2 sp028702835
GB_GCA_026002815.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA9642	UBA9642	UBA9642 sp026002815
RS_GCF_007833275.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum	Salarchaeum sp007833275
RS_GCF_036429475.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halalkalicoccaceae	SKXI01	SKXI01 sp036429475
RS_GCF_026616195.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Haloarchaeobius	Haloarchaeobius amylolyticus
GB_GCA_026394965.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	0-14-0-80-44-23	JAPLZQ01	JAPLZQ01 sp026394965
RS_GCF_016278385.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus sp016278385
RS_GCF_003781945.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum sp003781945
GB_GCA_035505975.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	CAIKOD01	CAIKOD01 sp035505975
GB_GCA_030666115.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	QMZP01	GCA-020343575	GCA-020343575 sp030666115
GB_GCA_030734185.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	XH8	XH8 sp030734185
GB_GCA_038890615.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	J096	JAWAFI01	JAWAFI01 sp038890615
GB_GCA_028713535.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	JACPNG01	JAQTMY01	JAQTMY01 sp028713535
GB_GCA_021163145.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	Aenigmatarchaeaceae	JAGGXH01	JAGGXH01 sp021163145
RS_GCF_000739575.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus	Halobellus rufus
GB_GCA_034659235.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanogasteraceae	Methanogaster_B	Methanogaster_B sp034659235
RS_GCF_000015225.1	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum pendens
GB_GCA_035515635.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	BOG-1369	BOG-1369 sp035515635
GB_GCA_023266155.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR9	JAHFRS01	JAHFRS01 sp023266155
GB_GCA_035547955.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera sp035547955
GB_GCA_038045905.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	RBG-13-33-26	RBG-13-33-26 sp038045905
GB_GCA_002067865.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	MVRC01	MVRC01 sp002067865
GB_GCA_023485505.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZYD01	JAJZYD01 sp023485505
GB_GCA_018303075.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	DSVV01	JACRKF01	JACRKF01 sp018303075
GB_GCA_028714535.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	Bilamarchaeum sp028714535
RS_GCF_002572525.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema sp002572525
GB_GCA_021162365.1	Archaea	Nanobdellota	Nanobdellia	CSSed11-243R1	CSSed11-243R1	WALP01	WALP01 sp021162365
GB_GCA_036259955.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera sp036259955
GB_GCA_016930255.1	Archaea	Halobacteriota	Syntropharchaeia	Alkanophagales	Methanospirareceae	JACGMN01	JACGMN01 sp016930255
GB_GCA_030019325.1	Archaea	Halobacteriota	Syntropharchaeia	Alkanophagales	Methanospirareceae	ANME-1-THS	ANME-1-THS sp030019325
RS_GCF_024495425.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Haloarchaeobius	Haloarchaeobius litoreus
GB_GCA_017610275.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	CG1-02-33-12	CG1-02-33-12	CG1-02-33-12 sp017610275
RS_GCF_037081675.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halorubellus	Halorubellus litoreus
GB_GCA_018304505.1	Archaea	B1Sed10-29	B1Sed10-29	B1Sed10-29	JAGVWA01	JAGVWA01	JAGVWA01 sp018304505
GB_GCA_031256395.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	Bathycorpusculum	Bathycorpusculum sp031256395
GB_GCA_020352645.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	SOJC01	GCA-020352645	GCA-020352645 sp020352645
RS_GCF_000215995.1	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus yayanosii
GB_GCA_027315065.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotalea	Nitrosotalea sp027315065
GB_GCA_000496195.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	A07HB70	A07HB70 sp000496195
GB_GCA_030697615.1	Archaea	Micrarchaeota	Micrarchaeia	Norongarragalinales	JAHFHC01	JAHFHC01	JAHFHC01 sp030697615
GB_GCA_005222965.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	B3-WOES	B3-WOES	B3-WOES sp005222965
GB_GCA_018396565.1	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	RBG-13-38-9	DTMT01	DTMT01 sp018396565
GB_GCA_011391755.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp011391755
GB_GCA_025935105.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosopolaris	Nitrosopolaris sp025935105
GB_GCA_003345595.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	OWC5	OWC5 sp003345595
GB_GCA_035290625.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	DATDTY01	DATDTY01	DATDTY01 sp035290625
GB_GCA_028716125.1	Archaea	Thermoplasmatota	JAQUQK01	JAQUQK01	JAQUQK01	JAQUQK01	JAQUQK01 sp028716125
GB_GCA_017468935.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoprimaticola	Methanoprimaticola sp017468935
GB_GCA_023701075.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR15	JAMPXQ01	JAMPXQ01 sp023701075
GB_GCA_021399395.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp021399395
RS_GCF_009831625.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobaculum	Halobaculum saliterrae
RS_GCF_037031205.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas sp037031205
RS_GCF_000755245.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus sediminicola
GB_GCA_016204275.1	Archaea	Nanobdellota	Nanobdellia	UBA10117	UBA10117	JACOYC01	JACOYC01 sp016204275
GB_GCA_030043865.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp030043865
RS_GCF_007421925.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloglomus	Haloglomus irregulare
GB_GCA_002688415.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JAGVXH01	JAGVXH01 sp002688415
GB_GCA_003551945.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halovenus	Halovenus sp003551945
GB_GCA_005881695.1	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	40CM-2-53-6	40CM-2-53-6	40CM-2-53-6 sp005881695
GB_GCA_902783085.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp902783085
GB_GCA_016205145.1	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	JACQJH01	JACQJH01	JACQJH01 sp016205145
GB_GCA_038045425.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	SICV01	SICV01 sp038045425
GB_GCA_041659265.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	CABMGE01	CABMGE01 sp041659265
GB_GCA_902812485.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	CADDZS01	CADDZS01	CADDZS01 sp902812485
RS_GCF_017874375.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus levihalophilus
GB_GCA_031260545.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomicula	Methanomicula sp031260545
GB_GCA_030671165.1	Archaea	Thermoproteota	Bathyarchaeia	RBG-16-48-13	GCA-020355125	JAUWWH01	JAUWWH01 sp030671165
GB_GCA_030695605.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR9	JAUYQE01	JAUYQE01 sp030695605
GB_GCA_038044245.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	ASMP01	ASMP01 sp038044245
GB_GCA_902772665.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp902772665
GB_GCA_902386205.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens sp902386205
RS_GCF_017427765.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp017427765
GB_GCA_002506595.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	Caldisphaera	Caldisphaera sp002506595
GB_GCA_031287135.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoplasma	Methanoplasma reticulitermitis
RS_GCF_946408925.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp946408925
GB_GCA_002494895.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera sp002494895
GB_GCA_023251795.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	UBA8516	UBA8516 sp023251795
GB_GCA_015522055.1	Archaea	Thermoproteota	Nitrososphaeria	Geothermarchaeales	JDFR-13	WAMZ01	WAMZ01 sp015522055
GB_GCA_000806115.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	GW2011-AR5	GW2011-AR5	GW2011-AR5	GW2011-AR5 sp000806115
GB_GCA_022865215.1	Archaea	Nanohalarchaeota	Nanosalinia	Nanosalinales	Nanohalalkaliarchaeaceae	JALIDP01	JALIDP01 sp022865215
RS_GCF_900156425.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	Haladaptatus litoreus
RS_GCF_000025525.1	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus sp000025525
GB_GCA_027318585.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp027318585
GB_GCA_030597775.1	Archaea	Thermoplasmatota	DTKX01	DTKX01	GCA-020343715	GCA-020343715	GCA-020343715 sp030597775
GB_GCA_026016245.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	UBA284	DAOWHW01	DAOWHW01 sp026016245
GB_GCA_030043405.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp030043405
RS_GCF_000710615.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	Haladaptatus cibarius
GB_GCA_034190585.1	Archaea	Nanohalarchaeota	Nanosalinia	Nanosalinales	Nanohalalkaliarchaeaceae	JALIDP01	JALIDP01 sp034190585
GB_GCA_034716495.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JAGVXH01	JAGVXH01 sp034716495
GB_GCA_026414225.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	SKW197	SKW197	SKW197 sp026414225
GB_GCA_038045445.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	SICU01	SICU01 sp038045445
RS_GCF_012027635.1	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp012027635
GB_GCA_003135575.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	BOG-1369	BOG-1369 sp003135575
RS_GCF_014876775.1	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Infirmifilum	Infirmifilum lucidum
GB_GCA_016782405.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	QMZP01	BS750m-G81	BS750m-G81 sp016782405
GB_GCA_019894855.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigynarchaeales	SOKP01	SOKP01	SOKP01 sp019894855
GB_GCA_018303885.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	ASMP01	ASMP01 sp018303885
RS_GCF_000018305.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermocladiaceae	Caldivirga	Caldivirga maquilingensis
GB_GCA_035290025.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	DATDVL01	DATDVL01	DATDVL01 sp035290025
GB_GCA_023270055.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAGDYB01	JAGDYB01 sp023270055
GB_GCA_903893865.1	Archaea	Micrarchaeota	Micrarchaeia	Norongarragalinales	CAITNU01	CAITNU01	CAITNU01 sp903893865
GB_GCA_016207515.1	Archaea	Thermoplasmatota	SW-10-69-26	JACQPN01	JACQPN01	JACQPN01	JACQPN01 sp016207515
GB_GCA_038736665.1	Archaea	B1Sed10-29	B1Sed10-29	B1Sed10-29	JAJRYS01	JAVYMF01	JAVYMF01 sp038736665
GB_GCA_037444045.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Aramenus	Aramenus sp037444045
GB_GCA_026395795.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	UBA284	JAPLYB01	JAPLYB01 sp026395795
RS_GCF_009741925.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas sp009741925
GB_GCA_002503825.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	UBA467	UBA467 sp002503825
RS_GCF_025231485.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Salinirubellus	Salinirubellus salinus
GB_GCA_002867475.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	BM511	BM511	BM511 sp002867475
GB_GCA_041661165.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	JBAZVA01	JBAZVA01	JBAZVA01 sp041661165
GB_GCA_030688225.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JAUYIO01	JAUYIO01 sp030688225
GB_GCA_007117755.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	21-14-0-10-32-9	SKIS01	SKIS01 sp007117755
GB_GCA_040755655.1	Archaea	Micrarchaeota	Micrarchaeia	JBFMAP01	JBFMAP01	JBFMAP01	JBFMAP01 sp040755655
RS_GCF_002355655.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum trapanicum_A
GB_GCA_025041195.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halocatena	Halocatena sp025041195
GB_GCA_022865705.1	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	JALHTG01	JALHTG01	JALHTG01 sp022865705
GB_GCA_028345575.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp028345575
GB_GCA_013911135.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp013911135
GB_GCA_038869655.1	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	JAVZFM01	JAVZFM01	JAVZFM01 sp038869655
GB_GCA_041654195.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	JBAZDV01	JBAZDV01 sp041654195
GB_GCA_027064525.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	WAKM01	WAKM01 sp027064525
GB_GCA_028703755.1	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5	SG8-5	UBA147	UBA147 sp028703755
GB_GCA_016927015.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	SG8-32-3	SG8-32-3 sp016927015
RS_GCF_024372725.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp024372725
GB_GCA_035292305.1	Archaea	Thermoplasmatota	SW-10-69-26	JACQPN01	JAJPHT01	DATDQL01	DATDQL01 sp035292305
GB_GCA_030619955.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	UBA284	JAUXAK01	JAUXAK01 sp030619955
GB_GCA_019057635.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	Hodarchaeum sp019057635
GB_GCA_040753455.1	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5	JACRNV01	JBFMEL01	JBFMEL01 sp040753455
GB_GCA_009694755.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	SICU01	SICU01 sp009694755
RS_GCF_000328685.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronococcus	Natronococcus occultus
GB_GCA_018334755.1	Archaea	Thermoplasmatota	Thermoplasmata	Halarchaeoplasmatales	Halarchaeoplasmataceae	Natronoplasma	Natronoplasma sp018334755
GB_GCA_041484115.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	ASMP01	ASMP01 sp041484115
GB_GCA_013331845.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	GW2011-AR5	GW2011-AR5	GW2011-AR5	GW2011-AR5 sp10154u
GB_GCA_022449325.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA57	UBA57	UBA57 sp022449325
GB_GCA_002505945.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA119	UBA119	UBA119 sp002505945
RS_GCF_013377755.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanofollaceae	Methanofollis	Methanofollis tationis
GB_GCA_035288165.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	UBA11855	UBA11855 sp035288165
GB_GCA_026014545.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	JAOAIV01	JAOAIV01 sp026014545
RS_GCF_017409525.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp017409525
GB_GCA_030640725.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanogasteraceae	Methanogaster_D	Methanogaster_D sp030640725
GB_GCA_018901655.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	Aenigmatarchaeaceae	JAHIEG01	JAHIEG01 sp018901655
GB_GCA_027310845.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	CADDZS01	JASHOD01	JASHOD01 sp027310845
GB_GCA_938045475.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	JANXDZ01	JANXDZ01 sp938045475
GB_GCA_030603365.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp030603365
GB_GCA_018304175.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JAGVWT01	JAGVWT01 sp018304175
GB_GCA_028289805.1	Archaea	Thermoplasmatota	E2	JACPAO01	JAHFTW01	JANQNI01	JANQNI01 sp028289805
GB_GCA_041658815.1	Archaea	Thermoplasmatota	SW-10-69-26	JACQPN01	JAJPHT01	JAJPHT01	JAJPHT01 sp041658815
GB_GCA_035289605.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR18	GW2011-AR18	GW2011-AR18 sp035289605
GB_GCA_938029515.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	JAAOZN01	JAAOZN01	JAAOZN01 sp938029515
GB_GCA_018693315.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JAGVXH01	JAGVXH01 sp018693315
RS_GCF_041154675.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Sulfurisphaera	Sulfurisphaera javensis
RS_GCF_038446525.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus sp038446525
GB_GCA_025924355.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera sp025924355
GB_GCA_016203115.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR20	JACQNJ01	JACQNJ01 sp016203115
GB_GCA_000416005.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloquadratum	Haloquadratum sp000416005
GB_GCA_037447235.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	JAVZJR01	JAVZJR01 sp037447235
GB_GCA_016432325.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	PWEA01	JACQIF01	JACQIF01	JACQIF01 sp016432325
GB_GCA_937896495.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp937896495
RS_GCF_000337455.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	Halosimplex carlsbadense
GB_GCA_963666355.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula sp963666355
GB_GCA_011605775.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	JAAOZN01	JAAOZN01	JAAOZN01 sp011605775
GB_GCA_028275885.1	Archaea	Nanobdellota	Nanobdellia	Nanobdellales	Nanobdellaceae	Nanobdella	Nanobdella sp028275885
RS_GCF_021023085.1	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanooceanicella	Methanooceanicella nereidis
GB_GCA_030681145.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	JAUXXK01	JAUXXK01 sp030681145
GB_GCA_028821785.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp028821785
GB_GCA_002457195.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-P	MGIIb-P sp002457195
GB_GCA_027021185.1	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	JALUUU01	JALUUU01	JALUUU01 sp027021185
GB_GCA_016188205.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA10216	JACPIG01	JACPIG01 sp016188205
GB_GCA_030699005.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	GW2011-AR1	GW2011-AR1 sp030699005
GB_GCA_028275145.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halovenus	Halovenus sp028275145
GB_GCA_037386265.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosomaritimum	Nitrosomaritimum sp037386265
GB_GCA_023399215.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp023399215
GB_GCA_041477675.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	UBA8516	UBA8516 sp041477675
RS_GCF_017873855.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanolinea_B	Methanolinea_B mesophila
RS_GCF_030539665.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp030539665
RS_GCF_028712425.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula sp028712425
GB_GCA_012518185.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	DTU008	DTU008 sp012518185
GB_GCA_020348445.1	Archaea	Thermoplasmatota	Thermoplasmata	GCA-020350865	GCA-020350865	GCA-020348445	GCA-020348445 sp020348445
GB_GCA_002838935.1	Archaea	Thermoplasmatota	E2	GCA-002838935	GCA-002838935	GCA-002838935	GCA-002838935 sp002838935
GB_GCA_902384555.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Anstonellaceae	CAIXYX01	CAIXYX01 sp902384555
GB_GCA_938083005.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	DRZP01	DRZP01 sp938083005
GB_GCA_027068385.1	Archaea	Asgardarchaeota	Njordarchaeia	Njordarchaeales	JAMOTR01	JAMOTR01	JAMOTR01 sp027068385
RS_GCF_020618475.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	Haladaptatus halobius
