accession	domain	phylum	class	order	family	genus	species
GB_GCA_026985525.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	WAPX01	WAPX01 sp026985525
GB_GCA_035355675.1	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	JAAZKV01	JAAZKV01	JAAZKV01 sp035355675
GB_GCA_021800105.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	UBA582	UBA582 sp021800105
GB_GCA_016203445.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	ARS49	JACQMS01	JACQMS01 sp016203445
GB_GCA_037917675.1	Archaea	Korarchaeota	Korarchaeia	B14-G2	B14-G2	B14-G2	B14-G2 sp037917675
GB_GCA_040879785.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	ASMP01	ASMP01 sp040879785
GB_GCA_001587715.1	Archaea	Methanobacteriota_B	Thermococci	Methanofastidiosales	Methanofastidiosaceae	Methanofastidiosum	Methanofastidiosum sp001587715
GB_GCA_030608925.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	SOJC01	JAUWDF01	JAUWDF01 sp030608925
GB_GCA_019704295.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	HS-7	HS-7 sp019704295
GB_GCA_035270965.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum sp035270965
GB_GCA_034722435.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	JAHWHD01	JAHWHD01	JAHWHD01 sp034722435
RS_GCF_037198285.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	QDMS2	QDMS2	QDMS2 sp037198285
GB_GCA_001563335.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	SMTZ1-45 sp001563335
GB_GCA_026413685.1	Archaea	Micrarchaeota	Micrarchaeia	CAILAH01	CAILAH01	CAILAH01	CAILAH01 sp026413685
RS_GCF_028275115.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis sp028275115
GB_GCA_005240025.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotenuis	Nitrosotenuis sp005240025
GB_GCA_038741355.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Calditenuaceae	HRBIN02	HRBIN02 sp038741355
GB_GCA_014061035.1	Archaea	Halobacteriota	Syntropharchaeia	Alkanophagales	Methanospirareceae	JACGMN01	JACGMN01 sp014061035
RS_GCF_022014235.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	Methanothermobacter sp022014235
GB_GCA_035640055.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	DASQWW01	DASQWW01 sp035640055
GB_GCA_018815145.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR15	JAHIYL01	JAHIYL01 sp018815145
GB_GCA_038848525.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	JAWCNN01	JAWCNN01 sp038848525
GB_GCA_017608725.1	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	GCA-2688035	JAFGDB01	JAFGDB01 sp017608725
GB_GCA_017609465.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	JAFCDX01	JAFCDX01	JAFCDX01 sp017609465
GB_GCA_902385765.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	ARS49	CABMGU01	CABMGU01 sp902385765
GB_GCA_032249275.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	AG1	AG1	AG1 sp032249275
GB_GCA_024278985.1	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus sp024278985
GB_GCA_035528755.1	Archaea	Halobacteriota	Syntropharchaeia	Alkanophagales	Methanospirareceae	JACGMN01	JACGMN01 sp035528755
GB_GCA_004212095.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	EX4572-44	Ethanoperedens	Ethanoperedens sp004212095
GB_GCA_035935655.1	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	40CM-2-53-6	40CM-2-53-6	40CM-2-53-6 sp035935655
GB_GCA_963920015.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	CAWTZF01	CAWTZF01 sp963920015
GB_GCA_035256265.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	QMZP01	JAPLVB01	JAPLVB01 sp035256265
RS_GCF_000691865.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp000691865
GB_GCA_023487445.1	Archaea	Thermoproteota	Thermoprotei_A	Marsarchaeales	Marsarchaeaceae	JAMDBQ01	JAMDBQ01 sp023487445
GB_GCA_020725055.1	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeaceae	DYFS01	DYFS01 sp020725055
GB_GCA_028275165.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloquadratum	Haloquadratum sp028275165
GB_GCA_031271555.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoplasma	Methanoplasma sp031271555
GB_GCA_031274665.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoplasma	Methanoplasma sp031274665
GB_GCA_036844865.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera sp036844865
GB_GCA_003023565.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	QS-9-68-17	Halostella	Halostella sp003023565
GB_GCA_035703205.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum sp035703205
GB_GCA_016211245.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR4	GCA-2688775	GCA-2688775 sp016211245
GB_GCA_038045145.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JBBSYQ01	JBBSYQ01 sp038045145
GB_GCA_000008085.1	Archaea	Nanobdellota	Nanobdellia	Nanobdellales	Nanoarchaeaceae	Nanoarchaeum	Nanoarchaeum equitans
GB_GCA_016840035.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	Hodarchaeum sp016840035
GB_GCA_020343615.1	Archaea	Nanobdellota	Nanobdellia	UBA10117	GCA-020343615	GCA-020343615	GCA-020343615 sp020343615
GB_GCA_016203225.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	ARS49	DSQK01	DSQK01 sp016203225
GB_GCA_030639065.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JAGVXH01	JAGVXH01 sp030639065
GB_GCA_938017915.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	SCSR01	CALIKW01	CALIKW01 sp938017915
GB_GCA_008080735.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigynarchaeales	SOKP01	TEKIR-8	TEKIR-8 sp008080735
GB_GCA_017608505.1	Archaea	Nanobdellota	Nanobdellia	WJKC01	WJKC01	JAFCFT01	JAFCFT01 sp017608505
GB_GCA_016839815.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	Hodarchaeum sp016839815
RS_GCF_025699255.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp025699255
GB_GCA_023249105.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens sp023249105
RS_GCF_003173355.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum lacunae
GB_GCA_011041895.1	Archaea	Thermoproteota	DRAE01	DRAE01	DRAE01	DRAE01	DRAE01 sp011041895
RS_GCF_013415885.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	Halosimplex rubrum
GB_GCA_029637525.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	MEX13ELK6-19	MEX13ELK6-19 sp029637525
RS_GCF_023238445.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus	Halorussus gelatinilyticus
GB_GCA_041659985.1	Archaea	Thermoplasmatota	E2	JACPAO01	JAHFTW01	JAHFTW01	JAHFTW01 sp041659985
GB_GCA_017883965.1	Archaea	Halobacteriota	Syntropharchaeia	Alkanophagales	Methanospirareceae	JAFNKG01	JAFNKG01 sp017883965
GB_GCA_035455105.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosarchaeum	Nitrosarchaeum sp035455105
GB_GCA_041623515.1	Archaea	Thermoplasmatota	E2	JACPAO01	JAHFTW01	JBFJWV01	JBFJWV01 sp041623515
GB_GCA_035502475.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp035502475
GB_GCA_030670015.1	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	DAOVCM01	DAOVCM01 sp030670015
GB_GCA_040879805.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	ASMP01	ASMP01 sp040879805
GB_GCA_022729235.1	Archaea	Nanohalarchaeota	Nanosalinia	Nanosalinales	Nanosalinaceae	JALDAJ01	JALDAJ01 sp022729235
GB_GCA_035310965.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	JACTUA01	JACTUA01	JACTUA01 sp035310965
GB_GCA_002506365.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA583	UBA583	UBA583 sp002506365
GB_GCA_002501765.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	UBA204	UBA204 sp002501765
RS_GCF_013407275.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotenuis	Nitrosotenuis sp013407275
GB_GCA_017616575.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoprimaticola	Methanoprimaticola sp017616575
GB_GCA_949292635.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	SIG5	SIG5 sp949292635
GB_GCA_964012725.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	CAXGTL01	CAXGTL01	CAXGTL01 sp964012725
GB_GCA_038104845.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia sp038104845
GB_GCA_013388835.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	JACAEL01	JACAEL01 sp013388835
GB_GCA_026552855.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens sp026552855
GB_GCA_038857155.1	Archaea	Thermoproteota	Bathyarchaeia	B24	DRYS01	DRYS01	DRYS01 sp038857155
GB_GCA_035622275.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp035622275
GB_GCA_029785615.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	UBA183	UBA183 sp029785615
GB_GCA_037134055.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JBAXMY01	JBAXMY01 sp037134055
GB_GCA_017461225.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoprimaticola	Methanoprimaticola sp017461225
GB_GCA_035288545.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	SCSR01	DATEAB01	DATEAB01 sp035288545
GB_GCA_022750295.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp022750295
GB_GCA_014730275.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	WJIL01	WJIL01 sp014730275
GB_GCA_016871975.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	VHBM01	VHBM01 sp016871975
GB_GCA_035506675.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	JAJRAL01	JAJRAL01 sp035506675
GB_GCA_016203175.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	JACQNH01	JACQNH01	JACQNH01 sp016203175
RS_GCF_000789255.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	Geoglobus acetivorans_B
GB_GCA_013426015.1	Archaea	Micrarchaeota	Micrarchaeia	Fermentimicrarchaeales	Fermentimicrarchaeaceae	Fermentimicrarchaeum	Fermentimicrarchaeum limneticum
GB_GCA_021372315.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	MVRC01	MVRC01 sp021372315
GB_GCA_013152845.1	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	JAADFM01	JAADFM01	JAADFM01 sp013152845
GB_GCA_963934015.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-P	MGIIb-P sp963934015
GB_GCA_041304265.1	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	UBA8941	UBA8941 sp041304265
GB_GCA_903921825.1	Archaea	Micrarchaeota	Micrarchaeia	Fermentimicrarchaeales	Fermentimicrarchaeaceae	CAIXRF01	CAIXRF01 sp903921825
GB_GCA_012798335.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	RBG-13-33-26	RBG-13-33-26 sp012798335
GB_GCA_016109435.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	UBA6	UBA6 sp016109435
GB_GCA_030452275.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus sp030452275
GB_GCA_013331575.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA525	UBA525	UBA525 sp10207u
GB_GCA_027017025.1	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	JALURH01	JALURH01 sp027017025
GB_GCA_013152575.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	Thermodiscus	Thermodiscus sp013152575
GB_GCA_035529155.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	JAAEEP01	JAAEEP01	JAAEEP01 sp035529155
GB_GCA_964003245.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O2	MGIIb-O2 sp964003245
GB_GCA_038826135.1	Archaea	Asgardarchaeota	Odinarchaeia	Odinarchaeales	Odinarchaeaceae	Odinarchaeum	Odinarchaeum sp038826135
GB_GCA_014361295.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	JACIVX01	JACIVX01	JACIVX01 sp014361295
GB_GCA_012026835.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens sp012026835
GB_GCA_037128175.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp037128175
RS_GCF_002835825.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula sp002835825
GB_GCA_016930055.1	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	UBA8941	UBA8941 sp016930055
GB_GCA_002763265.1	Archaea	Nanobdellota	Nanobdellia	PEZQ01	PEZQ01	PEZQ01	PEZQ01 sp002763265
GB_GCA_028866575.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	UBA12276	UBA12276 sp028866575
RS_GCF_032714515.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanimicrococcus	Methanimicrococcus hacksteinii
RS_GCF_017873815.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum alkaliphilum
GB_GCA_002508635.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus sp002508635
GB_GCA_002502685.1	Archaea	Thermoplasmatota	E2	UBA202	UBA202	UBA202	UBA202 sp002502685
RS_GCF_001729965.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp001729965
RS_GCF_001748385.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermocladiaceae	Vulcanisaeta	Vulcanisaeta thermophila
GB_GCA_018812505.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GCA-2686295	GCA-2686295	GCA-2686295 sp018812505
GB_GCA_028714235.1	Archaea	Micrarchaeota	Micrarchaeia	Fermentimicrarchaeales	Fermentimicrarchaeaceae	JAQTMQ01	JAQTMQ01 sp028714235
GB_GCA_951812645.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp951812645
GB_GCA_017885655.1	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	JAFNFQ01	JAFNFQ01	JAFNFQ01 sp017885655
GB_GCA_964202455.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	VGKP01	VGKP01 sp964202455
GB_GCA_041648475.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	Methanoperedens sp041648475
GB_GCA_013154085.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Ignicoccaceae	Ignicoccus	Ignicoccus sp013154085
GB_GCA_036802965.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	Zestosphaera	Zestosphaera sp036802965
GB_GCA_016927245.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	WJKR01	WJKR01	WJKR01 sp016927245
GB_GCA_014874255.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA525	UBA153	UBA153 sp014874255
GB_GCA_015521085.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	Thermodiscus	Thermodiscus eudorianus
RS_GCF_030068615.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halostagnicola	Halostagnicola sp030068615
GB_GCA_021163205.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	GW2011-AR5	JAGGXF01	JAGGXF01	JAGGXF01 sp021163205
GB_GCA_035279165.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus sp035279165
GB_GCA_038046765.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	JBBSVN01	JBBSVN01 sp038046765
GB_GCA_964015055.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp964015055
GB_GCA_029987025.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum sp029987025
GB_GCA_038894495.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	UBA285	UBA285 sp038894495
GB_GCA_035637195.1	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12 sp035637195
GB_GCA_030626685.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	DAOUTL01	DAOUTL01 sp030626685
GB_GCA_017610265.1	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	GCA-2688035	JAFCCL01	JAFCCL01 sp017610265
GB_GCA_041658255.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA9642	UBA9642	UBA9642 sp041658255
GB_GCA_001784635.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	CG10238-14	RBG-16-49-10	RBG-16-49-10 sp001784635
GB_GCA_038045185.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JBBSZK01	JBBSZK01 sp038045185
GB_GCA_035527235.1	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	BS750m-G28	BS750m-G28 sp035527235
GB_GCA_020345645.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	SOJC01	JAGLZJ01	JAGLZJ01 sp020345645
GB_GCA_002508465.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp002508465
GB_GCA_016839985.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp016839985
GB_GCA_040414675.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	JARBAU01	JARBAU01 sp040414675
GB_GCA_041156085.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	JAFAQB01	JAFAQB01 sp041156085
GB_GCA_026396415.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Anstonellaceae	JAPLWY01	JAPLWY01 sp026396415
GB_GCA_016930135.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA10834	UBA10834	COMBO-56-21	COMBO-56-21 sp016930135
GB_GCA_009784145.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobinarius	Methanobinarius sp009784145
GB_GCA_030627035.1	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeaceae	DAOUSU01	DAOUSU01 sp030627035
RS_GCF_017357105.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronosalvus	Natronosalvus caseinilyticus
GB_GCA_024464205.1	Archaea	Thermoproteota	Methanomethylicia	Methanomethylicales	Methanomethylicaceae	Methanomethylicus	Methanomethylicus sp024464205
GB_GCA_000309865.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp000309865
GB_GCA_018263355.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	JAGVZT01	JAANXH01	JAANXH01 sp018263355
GB_GCA_019323655.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR4	JACPJP01	JACPJP01 sp019323655
GB_GCA_018221065.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	Aenigmatarchaeaceae	JAAOXY01	JAAOXY01 sp018221065
GB_GCA_003563585.1	Archaea	Nanobdellota	Nanobdellia	CSSed11-243R1	CSSed11-243R1	CSSed11-243R1	CSSed11-243R1 sp003563585
GB_GCA_025922755.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosomaritimum	Nitrosomaritimum sp025922755
GB_GCA_035643635.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	DASQQB01	DASQQB01 sp035643635
GB_GCA_035250975.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177	TH1177 sp035250975
GB_GCA_015521275.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Ignicoccaceae	Ignicoccus	Ignicoccus sp015521275
RS_GCF_029338575.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina	Halomarina halobia
GB_GCA_020052935.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA11576	JABMQF01	JABMQF01 sp020052935
GB_GCA_030668875.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp030668875
GB_GCA_004211975.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanogasteraceae	Methanogaster_D	Methanogaster_D sp004211975
GB_GCA_016840795.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-83	SMTZ1-83 sp016840795
GB_GCA_937921685.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Calditenuaceae	HRBIN02	HRBIN02 sp937921685
GB_GCA_034723935.1	Archaea	Thermoplasmatota	EX4484-6	EX4484-6	EX4484-6	JAFGLL01	JAFGLL01 sp034723935
GB_GCA_945861715.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR9	CAMAVK01	CAMAVK01 sp945861715
GB_GCA_038045985.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JBBSXA01	JBBSXA01 sp038045985
GB_GCA_019594055.1	Archaea	Thermoplasmatota	Thermoplasmata	Halarchaeoplasmatales	Halarchaeoplasmataceae	Haladaptatiplasma	Haladaptatiplasma halalkaliphilum
GB_GCA_024277355.1	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	1-14-0-10-31-34	1-14-0-10-31-34	1-14-0-10-31-34 sp024277355
GB_GCA_031272765.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanovirga	Methanovirga australis
GB_GCA_003153895.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	FEN-33	FEN-33 sp003153895
GB_GCA_016927425.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	JAFGMR01	JAFGMR01 sp016927425
RS_GCF_000253055.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus tenax
RS_GCF_009617975.1	Archaea	Nanohalarchaeota	Nanosalinia	Nanosalinales	Nanosalinaceae	Nanohalobium	Nanohalobium constans
GB_GCA_015520065.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	WAQV01	WAQV01 sp015520065
GB_GCA_035290745.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	DATDTS01	DATDTS01 sp035290745
RS_GCF_025629245.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronobiforma	Natronobiforma cellulositropha
GB_GCA_041487695.1	Archaea	Thermoplasmatota	DTKX01	DTKX01	DATEUP01	DATEUP01	DATEUP01 sp041487695
GB_GCA_020854915.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	JAHKLT01	JAHKLT01 sp020854915
GB_GCA_021161685.1	Archaea	Thermoplasmatota	E2	DHVEG-1	B18-G2	JAGHAD01	JAGHAD01 sp021161685
GB_GCA_030607735.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	AD8-1	AD8-1 sp030607735
GB_GCA_037720485.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosocosmicus	Nitrosocosmicus sp037720485
