run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
ERR2111945	SAMEA104281221	ERX2169189	PRJEB86458	9606	Homo sapiens	2757700554	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/005/ERR2111945/ERR2111945.fastq.gz	be2c0610c72a60232d3d2ceacfc45c15
ERR2111946	SAMEA104281221	ERX2169190	PRJEB86458	9606	Homo sapiens	8095571004	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/006/ERR2111946/ERR2111946.fastq.gz	810b089d785ebd1edbad3a41226ce5ad
ERR2111947	SAMEA104281221	ERX2169191	PRJEB86458	9606	Homo sapiens	7523504986	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/007/ERR2111947/ERR2111947.fastq.gz	28d80ed137a4f2749c8df338f1396296
ERR2111948	SAMEA104281221	ERX2169192	PRJEB86458	9606	Homo sapiens	7588239029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/008/ERR2111948/ERR2111948.fastq.gz	2670f6ee30cdb2e9cf25194b1d00352f
ERR2111949	SAMEA104281221	ERX2169193	PRJEB86458	9606	Homo sapiens	4091948555	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/009/ERR2111949/ERR2111949.fastq.gz	c12312b0e05b7364e4ae34ff58dbed2b
ERR2111950	SAMEA104281221	ERX2169194	PRJEB86458	9606	Homo sapiens	3764637711	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/000/ERR2111950/ERR2111950.fastq.gz	7d2f61ffbc3704b514b1ad49c83cc2ea
ERR2111951	SAMEA104281221	ERX2169195	PRJEB86458	9606	Homo sapiens	3830850230	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/001/ERR2111951/ERR2111951.fastq.gz	166f95e2b9def23d98644c5c37f39841
ERR2112072	SAMEA104281222	ERX2169316	PRJEB86458	9606	Homo sapiens	3200329341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/002/ERR2112072/ERR2112072.fastq.gz	6d5dffe5d897c9809dce20ff03591ebc
ERR2112073	SAMEA104281223	ERX2169317	PRJEB86458	9606	Homo sapiens	1658252336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/003/ERR2112073/ERR2112073.fastq.gz	f4b39acf07a4f1ec5596dc810e9c8197
ERR2112074	SAMEA104281224	ERX2169318	PRJEB86458	9606	Homo sapiens	4814663292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/004/ERR2112074/ERR2112074.fastq.gz	56b44ec8a3f4a84f0e6e52f23a45244f
ERR2112075	SAMEA104281224	ERX2169319	PRJEB86458	9606	Homo sapiens	5628384721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/005/ERR2112075/ERR2112075.fastq.gz	c3058a6ab2a74162e841055c2c9871e7
ERR2112076	SAMEA104281224	ERX2169320	PRJEB86458	9606	Homo sapiens	4819074113	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/006/ERR2112076/ERR2112076.fastq.gz	c1f0637d92139b565497ff8eb58dc708
ERR2112077	SAMEA104281224	ERX2169321	PRJEB86458	9606	Homo sapiens	4918621323	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/007/ERR2112077/ERR2112077.fastq.gz	527ea4fcb4e247423862d8d65850297f
ERR2112078	SAMEA104281224	ERX2169322	PRJEB86458	9606	Homo sapiens	6880713442	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/008/ERR2112078/ERR2112078.fastq.gz	746c40aa7f5364b424a8a010625ab555
ERR2112079	SAMEA104281224	ERX2169323	PRJEB86458	9606	Homo sapiens	5917074337	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/009/ERR2112079/ERR2112079.fastq.gz	cb086c299d3dd88bea8b8497712d2f23
ERR2112080	SAMEA104281224	ERX2169324	PRJEB86458	9606	Homo sapiens	6084251816	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/000/ERR2112080/ERR2112080.fastq.gz	444cfc9e7f1312e42f812bf1e0437f8b
ERR2112081	SAMEA104281219	ERX2169325	PRJEB86458	9606	Homo sapiens	4105715748	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/001/ERR2112081/ERR2112081.fastq.gz	154863c74e9827eb9fee2b3a630ac19e
ERR2112082	SAMEA104281219	ERX2169326	PRJEB86458	9606	Homo sapiens	8204685710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/002/ERR2112082/ERR2112082.fastq.gz	b494900e3eb4faa8fc519510c3d18044
ERR2112083	SAMEA104281219	ERX2169327	PRJEB86458	9606	Homo sapiens	23163682759	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/003/ERR2112083/ERR2112083.fastq.gz	5e871b7f274fd4045af8ca7a99ba6fb1
ERR2112084	SAMEA104281219	ERX2169328	PRJEB86458	9606	Homo sapiens	14704379112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/004/ERR2112084/ERR2112084.fastq.gz	1f89e2c52b4811dfcc047ed1ee608b7e
ERR2112091	SAMEA104281225	ERX2169335	PRJEB86458	9606	Homo sapiens	3499558472	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/001/ERR2112091/ERR2112091.fastq.gz	9d9ff02519fdb933fe98adbac42996b3
ERR2112092	SAMEA104281225	ERX2169336	PRJEB86458	9606	Homo sapiens	10668826651	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/002/ERR2112092/ERR2112092.fastq.gz	b40662014d1863d723646aecec72da1b
ERR2112093	SAMEA104281225	ERX2169337	PRJEB86458	9606	Homo sapiens	9719796950	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/003/ERR2112093/ERR2112093.fastq.gz	7bd19b4ef5a6ac548a04fe4e67afc7cc
ERR2112094	SAMEA104281225	ERX2169338	PRJEB86458	9606	Homo sapiens	9839002709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/004/ERR2112094/ERR2112094.fastq.gz	3d7cae0f6e17f95675644668c8b58c43
ERR2112095	SAMEA104281225	ERX2169339	PRJEB86458	9606	Homo sapiens	5042184689	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/005/ERR2112095/ERR2112095.fastq.gz	aa23291e1ffa281f02cb00424cabca88
ERR2112096	SAMEA104281225	ERX2169340	PRJEB86458	9606	Homo sapiens	4540099694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/006/ERR2112096/ERR2112096.fastq.gz	a0e40d36ccb46a36986b6396ccbdef39
ERR2112097	SAMEA104281225	ERX2169341	PRJEB86458	9606	Homo sapiens	4670248894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/007/ERR2112097/ERR2112097.fastq.gz	a3bc3849f6ae72755564f0639badf10b
ERR2112098	SAMEA104281226	ERX2169342	PRJEB86458	9606	Homo sapiens	4016408705	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/008/ERR2112098/ERR2112098.fastq.gz	405950db4d2dd6088e452d76e574ed6b
ERR2112099	SAMEA104281227	ERX2169343	PRJEB86458	9606	Homo sapiens	1935308801	ftp.sra.ebi.ac.uk/vol1/fastq/ERR211/009/ERR2112099/ERR2112099.fastq.gz	a55cee12f676ac58fcffb581f8fe31b0
ERR2185280	SAMEA104281218	ERX2241399	PRJEB86458	9606	Homo sapiens	860499336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2185280/ERR2185280.fastq.gz	4eb8726eb393d2566d4e89ff31189c5c
ERR2185281	SAMEA104281221	ERX2241400	PRJEB86458	9606	Homo sapiens	2414095609	ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2185281/ERR2185281.fastq.gz	ab6526f8ff7e7706029265c64df6ffac
ERR2185282	SAMEA104281224	ERX2241401	PRJEB86458	9606	Homo sapiens	1250181378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2185282/ERR2185282.fastq.gz	ae8291e6f7c8dc421db1c5969b9230e3
ERR2185283	SAMEA104281219	ERX2241402	PRJEB86458	9606	Homo sapiens	16080175371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2185283/ERR2185283.fastq.gz	96d19ed679b9b9a6c5b601fe840f571e
ERR2185284	SAMEA104281225	ERX2241403	PRJEB86458	9606	Homo sapiens	2469609761	ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2185284/ERR2185284.fastq.gz	25cd96b8767c4435b1fa287ffa9a57d9
ERR3262713	SAMEA5538286	ERX3289357	PRJEB31893	9606	Homo sapiens	199264619	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/003/ERR3262713/ERR3262713.fastq.gz	3cfb7a5a664003b276fbc962c2ce6576
ERR3262714	SAMEA5538259	ERX3289358	PRJEB31893	9606	Homo sapiens	3052763	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/004/ERR3262714/ERR3262714.fastq.gz	279178b42a6bc5af0c71c078f191ac48
ERR3262715	SAMEA5538260	ERX3289359	PRJEB31893	9606	Homo sapiens	5736435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/005/ERR3262715/ERR3262715.fastq.gz	0155c03719075e80672b5210b9d726bf
ERR3262716	SAMEA5538261	ERX3289360	PRJEB31893	9606	Homo sapiens	34301031	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/006/ERR3262716/ERR3262716.fastq.gz	faf268c98f76cd75109331eef61fa5e8
ERR3262717	SAMEA5538264	ERX3289361	PRJEB31893	9606	Homo sapiens	911829720	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/007/ERR3262717/ERR3262717.fastq.gz	6619b3424c07768fcc249e775607c22e
ERR3262718	SAMEA5538239	ERX3289362	PRJEB31893	9606	Homo sapiens	613318702	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/008/ERR3262718/ERR3262718.fastq.gz	1da7244a951bbe50c1b402d26a6a541b
ERR3262719	SAMEA5538285	ERX3289363	PRJEB31893	9606	Homo sapiens	2099372616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/009/ERR3262719/ERR3262719.fastq.gz	8232cb0be552cc96ff1c278fb59a6d9b
ERR3262720	SAMEA5538288	ERX3289364	PRJEB31893	9606	Homo sapiens	590569018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/000/ERR3262720/ERR3262720.fastq.gz	06b8d7818f2cbdd3c93b4707964756f3
ERR3262721	SAMEA5538289	ERX3289365	PRJEB31893	9606	Homo sapiens	292820260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/001/ERR3262721/ERR3262721.fastq.gz	1df653a63d63bee69948db8f3e297403
ERR3262722	SAMEA5538290	ERX3289366	PRJEB31893	9606	Homo sapiens	118245501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/002/ERR3262722/ERR3262722.fastq.gz	a102f3fa12ebecbc300704ac27c26dc2
ERR3262723	SAMEA5538291	ERX3289367	PRJEB31893	9606	Homo sapiens	236649069	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/003/ERR3262723/ERR3262723.fastq.gz	bd3f1535d1876c5d9edd50b82ee27f71
ERR3262724	SAMEA5538287	ERX3289368	PRJEB31893	9606	Homo sapiens	951361221	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/004/ERR3262724/ERR3262724.fastq.gz	58d4b90045c4978c9c2b89081b92edf7
ERR3262725	SAMEA5538265	ERX3289369	PRJEB31893	9606	Homo sapiens	1152881859	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/005/ERR3262725/ERR3262725.fastq.gz	6d5c3e57c7292be322a7a06ce6abb355
ERR3262726	SAMEA5538266	ERX3289370	PRJEB31893	9606	Homo sapiens	793876101	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/006/ERR3262726/ERR3262726.fastq.gz	4a3b0d2a9d20dbb41f7b57a4ef8d10ce
ERR3262727	SAMEA5538267	ERX3289371	PRJEB31893	9606	Homo sapiens	701979447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/007/ERR3262727/ERR3262727.fastq.gz	113e4df887eb516eb9b405aa5d0982f8
ERR3262728	SAMEA5538241	ERX3289372	PRJEB31893	9606	Homo sapiens	1268262722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/008/ERR3262728/ERR3262728.fastq.gz	d8c1e8ec7e0b815d5f86f81476f2a5d4
ERR3262729	SAMEA5538271	ERX3289373	PRJEB31893	9606	Homo sapiens	1776945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/009/ERR3262729/ERR3262729.fastq.gz	1dec56a11cf373378cd01d92d20fb4ea
ERR3262730	SAMEA5538252	ERX3289374	PRJEB31893	9606	Homo sapiens	630066398	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/000/ERR3262730/ERR3262730.fastq.gz	46ef695dd02cff415e4ff90bc64a92fb
ERR3262731	SAMEA5538262	ERX3289375	PRJEB31893	9606	Homo sapiens	43143761	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/001/ERR3262731/ERR3262731.fastq.gz	d285b5ee4026ce879e7b2dfadc5d8ae2
ERR3262732	SAMEA5538263	ERX3289376	PRJEB31893	9606	Homo sapiens	26656318	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/002/ERR3262732/ERR3262732.fastq.gz	dc45c494861867f75354ec29d87abe32
ERR3262733	SAMEA5538240	ERX3289377	PRJEB31893	9606	Homo sapiens	1355152015	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/003/ERR3262733/ERR3262733.fastq.gz	9cf01c7a4259b574504385668c45db5e
ERR3262734	SAMEA5538277	ERX3289378	PRJEB31893	9606	Homo sapiens	392129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/004/ERR3262734/ERR3262734.fastq.gz	e65a5e5ae935142f4113153de4106983
ERR3262735	SAMEA5538273	ERX3289379	PRJEB31893	9606	Homo sapiens	696987969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/005/ERR3262735/ERR3262735.fastq.gz	4fda06fe705b0ad6a0c0dd1f557b2835
ERR3262736	SAMEA5538281	ERX3289380	PRJEB31893	9606	Homo sapiens	6735994	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/006/ERR3262736/ERR3262736.fastq.gz	bf64dae15f9fb4a30912f6ec3630a5cf
ERR3262737	SAMEA5538269	ERX3289381	PRJEB31893	9606	Homo sapiens	6536749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/007/ERR3262737/ERR3262737.fastq.gz	8cb6cf03fb8c77af5a82cc72b7f2dd14
ERR3262738	SAMEA5538270	ERX3289382	PRJEB31893	9606	Homo sapiens	29458669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/008/ERR3262738/ERR3262738.fastq.gz	c26156427564fbd6cfcf791aa6bb4190
ERR3262739	SAMEA5538272	ERX3289383	PRJEB31893	9606	Homo sapiens	978251379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/009/ERR3262739/ERR3262739.fastq.gz	5d5b4893d06dcfb38a08ca6433709f0c
ERR3262740	SAMEA5538282	ERX3289384	PRJEB31893	9606	Homo sapiens	2975630	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/000/ERR3262740/ERR3262740.fastq.gz	3995550f1e3e0dff78134c6bd22824f5
ERR3262741	SAMEA5538283	ERX3289385	PRJEB31893	9606	Homo sapiens	7100190	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/001/ERR3262741/ERR3262741.fastq.gz	b5278bc8d0a641f553d3a7ba5c73f4b2
ERR3262742	SAMEA5538284	ERX3289386	PRJEB31893	9606	Homo sapiens	4390662	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/002/ERR3262742/ERR3262742.fastq.gz	3342eddbfa8f52ef27362c43fe21d30e
ERR3262743	SAMEA5538278	ERX3289387	PRJEB31893	9606	Homo sapiens	2468069	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/003/ERR3262743/ERR3262743.fastq.gz	dfbfd584b2d054287a9b835bb15d68b8
ERR3262744	SAMEA5538279	ERX3289388	PRJEB31893	9606	Homo sapiens	1139380143	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/004/ERR3262744/ERR3262744.fastq.gz	f466395d87941afe01a25023dd5969af
ERR3262745	SAMEA5538280	ERX3289389	PRJEB31893	9606	Homo sapiens	33639624	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/005/ERR3262745/ERR3262745.fastq.gz	850b2ec216aadd627d894f2102fddd45
ERR3262746	SAMEA5538274	ERX3289390	PRJEB31893	9606	Homo sapiens	177522293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/006/ERR3262746/ERR3262746.fastq.gz	e4b539003cb1ad7424ebd9557c92c2c1
ERR3262747	SAMEA5538275	ERX3289391	PRJEB31893	9606	Homo sapiens	147831690	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/007/ERR3262747/ERR3262747.fastq.gz	cb037b71174bec4cd40c944281be4dfd
ERR3262748	SAMEA5538276	ERX3289392	PRJEB31893	9606	Homo sapiens	858804515	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/008/ERR3262748/ERR3262748.fastq.gz	4d1498d6171e69f0d483de5be02eddfd
ERR3262749	SAMEA5538236	ERX3289393	PRJEB31893	9606	Homo sapiens	2963862	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/009/ERR3262749/ERR3262749.fastq.gz	f988261075bb7025b9d2826a41070f83
ERR3262750	SAMEA5538237	ERX3289394	PRJEB31893	9606	Homo sapiens	89134719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/000/ERR3262750/ERR3262750.fastq.gz	b0c666da83540f3ac48437adeb009452
ERR3262751	SAMEA5538238	ERX3289395	PRJEB31893	9606	Homo sapiens	6101786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/001/ERR3262751/ERR3262751.fastq.gz	f16c95d26ece8f9ba4386a4efe5c3673
ERR3262752	SAMEA5538268	ERX3289396	PRJEB31893	9606	Homo sapiens	733542669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/002/ERR3262752/ERR3262752.fastq.gz	037f4d9f15dca57f6b411eb511c9d106
ERR3262753	SAMEA5538242	ERX3289397	PRJEB31893	9606	Homo sapiens	83401248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/003/ERR3262753/ERR3262753.fastq.gz	09711f992e61a24ae460294b9f16987b
ERR3262754	SAMEA5538243	ERX3289398	PRJEB31893	9606	Homo sapiens	13693271	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/004/ERR3262754/ERR3262754.fastq.gz	d6e6c734129bca38738c2801c60f78ae
ERR3262755	SAMEA5538244	ERX3289399	PRJEB31893	9606	Homo sapiens	16929026	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/005/ERR3262755/ERR3262755.fastq.gz	44ba48befd031185aa08c5e63984a4f5
ERR3262756	SAMEA5538245	ERX3289400	PRJEB31893	9606	Homo sapiens	875162188	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/006/ERR3262756/ERR3262756.fastq.gz	4f8ff1b1c1321e51eabdcce5132cf8f6
ERR3262757	SAMEA5538246	ERX3289401	PRJEB31893	9606	Homo sapiens	47324894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/007/ERR3262757/ERR3262757.fastq.gz	4b4689b1c3092282a4597d921a812635
ERR3262758	SAMEA5538247	ERX3289402	PRJEB31893	9606	Homo sapiens	628540429	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/008/ERR3262758/ERR3262758.fastq.gz	ac32bbfedb0b146957cf720e52fbe319
ERR3262759	SAMEA5538248	ERX3289403	PRJEB31893	9606	Homo sapiens	641810175	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/009/ERR3262759/ERR3262759.fastq.gz	3b1e16740269af3a58c26a99b7167bd3
ERR3262760	SAMEA5538249	ERX3289404	PRJEB31893	9606	Homo sapiens	64522166	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/000/ERR3262760/ERR3262760.fastq.gz	483eec618cbdc547b44d9e68776617a0
ERR3262761	SAMEA5538250	ERX3289405	PRJEB31893	9606	Homo sapiens	41921860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/001/ERR3262761/ERR3262761.fastq.gz	de22957a0df67d252c82d353b764e18d
ERR3262762	SAMEA5538251	ERX3289406	PRJEB31893	9606	Homo sapiens	879454593	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/002/ERR3262762/ERR3262762.fastq.gz	9c21d8fb47d09c398add02a63e7d280f
ERR3262763	SAMEA5538258	ERX3289407	PRJEB31893	9606	Homo sapiens	970418201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/003/ERR3262763/ERR3262763.fastq.gz	706692fa4bc7e2db16747f74e6bd6ffd
ERR3262764	SAMEA5538253	ERX3289408	PRJEB31893	9606	Homo sapiens	50914353	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/004/ERR3262764/ERR3262764.fastq.gz	5359f475116dc3f7752644af2aef41a7
ERR3262765	SAMEA5538254	ERX3289409	PRJEB31893	9606	Homo sapiens	1106401263	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/005/ERR3262765/ERR3262765.fastq.gz	ca1705e9eb144711206a1ef1687ba13c
ERR3262766	SAMEA5538255	ERX3289410	PRJEB31893	9606	Homo sapiens	4940345	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/006/ERR3262766/ERR3262766.fastq.gz	a3d6c08a904a16402e4f12ff1949d8e1
ERR3262767	SAMEA5538256	ERX3289411	PRJEB31893	9606	Homo sapiens	22199049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/007/ERR3262767/ERR3262767.fastq.gz	78b88450c7320fb7fbf35f319d6d90ed
ERR3262768	SAMEA5538257	ERX3289412	PRJEB31893	9606	Homo sapiens	243175727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/008/ERR3262768/ERR3262768.fastq.gz	f40b5f268eb34e482b7212ada099c357
ERR5897769	SAMEA8702089	ERX5539404	PRJEB37660	9606	Homo sapiens	536491736	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/009/ERR5897769/ERR5897769.fastq.gz	cdc3f036d68b8662af24d447fd9a375e
ERR5897770	SAMEA8702090	ERX5539405	PRJEB37660	9606	Homo sapiens	444531903	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/000/ERR5897770/ERR5897770.fastq.gz	dfac68bd0c999bfaa458732317ec4a55
ERR5897771	SAMEA8702091	ERX5539406	PRJEB37660	9606	Homo sapiens	3838221825	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/001/ERR5897771/ERR5897771.fastq.gz	941f1d45be501e31cdf218ef2243d6d7
ERR5897772	SAMEA8702092	ERX5539407	PRJEB37660	9606	Homo sapiens	1195213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/002/ERR5897772/ERR5897772.fastq.gz	789b41a859bb13e9a193e61887028945
ERR5897773	SAMEA8702093	ERX5539408	PRJEB37660	9606	Homo sapiens	588754282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/003/ERR5897773/ERR5897773.fastq.gz	595947785a5180aa3b3bf7f388685d69
ERR5897774	SAMEA8702094	ERX5539409	PRJEB37660	9606	Homo sapiens	1144245	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/004/ERR5897774/ERR5897774.fastq.gz	1c0c8b8b6886685a29cb49b17bce2831
ERR5897775	SAMEA8702095	ERX5539410	PRJEB37660	9606	Homo sapiens	1120542146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/005/ERR5897775/ERR5897775.fastq.gz	72b27d7957a485f5898160d5a704a3f9
ERR5897776	SAMEA8702096	ERX5539411	PRJEB37660	9606	Homo sapiens	7145845	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/006/ERR5897776/ERR5897776.fastq.gz	67cb0ae67248b73bef198358e87f3229
ERR5897777	SAMEA8702097	ERX5539412	PRJEB37660	9606	Homo sapiens	2367237	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/007/ERR5897777/ERR5897777.fastq.gz	ac574e41e7e92ca38903db5a5ba545a7
ERR5897778	SAMEA8702098	ERX5539413	PRJEB37660	9606	Homo sapiens	148105727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/008/ERR5897778/ERR5897778.fastq.gz	800af503036a361c73e2f80b264f685d
ERR5897779	SAMEA8702099	ERX5539414	PRJEB37660	9606	Homo sapiens	4437775	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/009/ERR5897779/ERR5897779.fastq.gz	421b5d8ae10bb2f9438aa0e040f7ebeb
ERR5897780	SAMEA8702100	ERX5539415	PRJEB37660	9606	Homo sapiens	611796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/000/ERR5897780/ERR5897780.fastq.gz	c2ff2ab5b450539dc7897d901824af50
ERR5897781	SAMEA8702101	ERX5539416	PRJEB37660	9606	Homo sapiens	414977900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/001/ERR5897781/ERR5897781.fastq.gz	2877d2049b506141f509efa5ae4b0e0d
ERR5897782	SAMEA8702102	ERX5539417	PRJEB37660	9606	Homo sapiens	41218375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/002/ERR5897782/ERR5897782.fastq.gz	4ea4d409f860f29d9f1f1de1ccc3b2ec
ERR5897783	SAMEA8702103	ERX5539418	PRJEB37660	9606	Homo sapiens	349212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/003/ERR5897783/ERR5897783.fastq.gz	2c5e9ae4a1f44c7ac459b7ab793f0d5d
ERR5897784	SAMEA8702104	ERX5539419	PRJEB37660	9606	Homo sapiens	1893107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/004/ERR5897784/ERR5897784.fastq.gz	1e5e60226ed030099553afe93c3035b0
ERR5897785	SAMEA8702105	ERX5539420	PRJEB37660	9606	Homo sapiens	316024019	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/005/ERR5897785/ERR5897785.fastq.gz	17730e289287122548d6b882de798564
ERR5897786	SAMEA8702106	ERX5539421	PRJEB37660	9606	Homo sapiens	395156126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/006/ERR5897786/ERR5897786.fastq.gz	72fa2d5089dc109ee817ed122c20fadb
ERR5897787	SAMEA8702107	ERX5539422	PRJEB37660	9606	Homo sapiens	395836780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/007/ERR5897787/ERR5897787.fastq.gz	8f3404206e58132b7627967198e748d2
ERR5897788	SAMEA8702108	ERX5539423	PRJEB37660	9606	Homo sapiens	14879392	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/008/ERR5897788/ERR5897788.fastq.gz	ecefca01e4c795c520cfb8801c1ebf93
ERR5897789	SAMEA8702109	ERX5539424	PRJEB37660	9606	Homo sapiens	610955897	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/009/ERR5897789/ERR5897789.fastq.gz	a71796944ff8308ebce897efb65c0d72
ERR5897790	SAMEA8702110	ERX5539425	PRJEB37660	9606	Homo sapiens	369240714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/000/ERR5897790/ERR5897790.fastq.gz	dc9b75da96b0fdd37dbbcecca2708af8
ERR5897791	SAMEA8702111	ERX5539426	PRJEB37660	9606	Homo sapiens	22969085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/001/ERR5897791/ERR5897791.fastq.gz	d9801f2bc849bec522543209f0e95333
ERR5897792	SAMEA8702112	ERX5539427	PRJEB37660	9606	Homo sapiens	349967919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/002/ERR5897792/ERR5897792.fastq.gz	7971a514bc9e49557a6de67847e754bc
